Datetime,C6H6(GT),NO2/NOx(GT),Dew_Point
2004-03-14 13:00:00,7.5,0.9203539823008849,7.48
2004-03-14 14:00:00,7.5,0.9902912621359223,7.4399999999999995
2004-03-14 15:00:00,8.2,0.9553571428571429,7.699999999999999
2004-03-14 16:00:00,11.9,0.7588235294117647,7.880000000000001
2004-03-14 17:00:00,12.0,0.7111111111111111,7.460000000000001
2004-03-14 18:00:00,12.2,0.75625,7.039999999999999
2004-03-14 19:00:00,20.6,0.6015325670498084,6.739999999999998
2004-03-14 20:00:00,23.1,0.5323076923076923,6.820000000000002
2004-03-14 21:00:00,14.7,0.6728110599078341,6.619999999999999
2004-03-14 22:00:00,9.0,0.8287671232876712,6.5
2004-03-14 23:00:00,8.8,0.7828947368421053,5.879999999999999
2004-03-15 00:00:00,7.4,0.9519230769230769,5.740000000000002
2004-03-15 01:00:00,6.9,0.8773584905660378,5.4
2004-03-15 02:00:00,7.0,0.8148148148148148,5.66
2004-03-15 03:00:00,4.4,1.0,5.3
2004-03-15 04:00:00,4.0,1.0757575757575757,5.380000000000002
2004-03-15 05:00:00,3.9,0.8409090909090909,5.380000000000002
2004-03-15 06:00:00,6.4,0.5797101449275363,5.5
2004-03-15 07:00:00,9.7,0.39035087719298245,5.340000000000002
2004-03-15 08:00:00,25.9,0.31666666666666665,5.18
2004-03-15 09:00:00,36.7,0.3117154811715481,5.66
2004-03-15 10:00:00,26.6,0.39847715736040606,6.52
2004-03-15 11:00:00,20.1,0.48589341692789967,7.5
2004-03-15 12:00:00,14.1,0.6666666666666666,8.819999999999999
2004-03-15 13:00:00,14.9,0.695906432748538,9.740000000000002
2004-03-15 14:00:00,15.4,0.6981132075471698,9.899999999999999
2004-03-15 15:00:00,12.1,0.6797385620915033,10.18
2004-03-15 16:00:00,11.5,0.6923076923076923,10.28
2004-03-15 17:00:00,14.8,0.7051282051282052,10.06
2004-03-15 18:00:00,32.1,0.5159235668789809,9.580000000000002
2004-03-15 19:00:00,39.2,0.4628712871287129,8.899999999999999
2004-03-15 20:00:00,31.0,0.515625,8.82
2004-03-15 21:00:00,19.9,0.56640625,8.18
2004-03-15 22:00:00,15.3,0.6476683937823834,7.74
2004-03-15 23:00:00,6.9,1.1348314606741574,7.58
2004-03-16 00:00:00,11.1,0.8110236220472441,7.24
2004-03-16 01:00:00,5.4,1.1139240506329113,6.920000000000001
2004-03-16 02:00:00,2.8,1.4186046511627908,6.640000000000001
2004-03-16 03:00:00,2.3,1.0,6.02
2004-03-16 04:00:00,2.6,1.0,5.540000000000001
2004-03-16 05:00:00,2.0,1.368421052631579,5.440000000000001
2004-03-16 06:00:00,3.5,0.7804878048780488,4.8999999999999995
2004-03-16 07:00:00,5.1,0.7070707070707071,4.3
2004-03-16 08:00:00,16.2,0.3688212927756654,4.4399999999999995
2004-03-16 09:00:00,19.7,0.4148471615720524,4.859999999999999
2004-03-16 10:00:00,25.1,0.3787878787878788,6.380000000000001
2004-03-16 11:00:00,20.0,0.5159235668789809,8.059999999999999
2004-03-16 12:00:00,18.3,0.7096774193548387,9.879999999999999
2004-03-16 13:00:00,22.3,0.6388888888888888,10.52
2004-03-16 14:00:00,20.4,0.6121673003802282,10.440000000000001
2004-03-16 15:00:00,14.6,0.7111111111111111,11.040000000000001
2004-03-16 16:00:00,16.6,0.7010869565217391,11.919999999999998
2004-03-16 17:00:00,15.8,0.7,11.82
2004-03-16 18:00:00,17.8,0.7554347826086957,9.04
2004-03-16 19:00:00,19.1,0.7569060773480663,8.26
2004-03-16 20:00:00,15.8,0.8614457831325302,7.739999999999998
2004-03-16 21:00:00,24.9,0.5583596214511041,7.26
2004-03-16 22:00:00,13.5,0.75,7.079999999999998
2004-03-16 23:00:00,9.1,0.9,6.479999999999999
2004-03-17 00:00:00,8.6,0.8106060606060606,6.08
2004-03-17 01:00:00,5.4,0.9473684210526315,5.879999999999999
2004-03-17 02:00:00,4.1,1.1285714285714286,5.220000000000001
2004-03-17 03:00:00,2.6,1.0,4.68
2004-03-17 04:00:00,1.9,1.1111111111111112,4.279999999999999
2004-03-17 05:00:00,1.6,1.4285714285714286,3.4000000000000004
2004-03-17 06:00:00,1.9,1.1521739130434783,3.380000000000001
2004-03-17 07:00:00,7.5,0.525,2.9400000000000013
2004-03-17 08:00:00,21.4,0.3375,3.1400000000000006
2004-03-17 09:00:00,36.4,0.33687002652519893,4.1
2004-03-17 10:00:00,21.3,0.4785714285714286,5.719999999999999
2004-03-17 11:00:00,15.4,0.6108597285067874,7.780000000000003
2004-03-17 12:00:00,12.5,0.6761904761904762,9.96
2004-03-17 13:00:00,15.1,0.75,10.72
2004-03-17 14:00:00,13.7,0.7639751552795031,11.08
2004-03-17 15:00:00,10.4,0.7703703703703704,10.540000000000003
2004-03-17 16:00:00,15.2,0.6935483870967742,12.46
2004-03-17 17:00:00,12.3,0.7755102040816326,11.48
2004-03-17 18:00:00,27.0,0.5284280936454849,9.099999999999998
2004-03-17 19:00:00,38.4,0.4720194647201946,8.400000000000002
2004-03-17 20:00:00,35.1,0.5244956772334294,8.14
2004-03-17 21:00:00,27.2,0.5357142857142857,7.620000000000001
2004-03-17 22:00:00,15.0,0.6732673267326733,6.02
2004-03-17 23:00:00,15.7,0.7134831460674157,6.18
2004-03-18 00:00:00,13.0,0.7532467532467533,5.58
2004-03-18 01:00:00,8.1,1.1630434782608696,5.380000000000001
2004-03-18 02:00:00,5.5,1.4426229508196722,5.220000000000001
2004-03-18 03:00:00,3.6,1.0,4.68
2004-03-18 04:00:00,2.9,1.3,3.9799999999999995
2004-03-18 05:00:00,2.5,1.5405405405405406,3.7799999999999994
2004-03-18 06:00:00,3.0,1.0441176470588236,3.3200000000000003
2004-03-18 07:00:00,7.7,0.6115107913669064,3.259999999999999
2004-03-18 08:00:00,23.3,0.36578171091445427,3.5
2004-03-18 09:00:00,35.8,0.3586698337292161,4.420000000000002
2004-03-18 10:00:00,21.3,0.4297994269340974,5.9
2004-03-18 11:00:00,14.3,0.6785714285714286,7.6800000000000015
2004-03-18 12:00:00,12.5,0.8128654970760234,9.440000000000001
2004-03-18 13:00:00,12.2,0.8926174496644296,9.94
2004-03-18 14:00:00,13.1,0.9197080291970803,10.18
2004-03-18 15:00:00,14.4,0.8590604026845637,10.559999999999999
2004-03-18 16:00:00,16.8,0.9825581395348837,11.72
2004-03-18 17:00:00,14.5,0.8975903614457831,10.580000000000002
2004-03-18 18:00:00,21.5,0.7289719626168224,8.36
2004-03-18 19:00:00,26.4,0.6,6.919999999999998
2004-03-18 20:00:00,26.0,0.6376811594202898,5.840000000000002
2004-03-18 21:00:00,14.1,0.7584269662921348,5.68
2004-03-18 22:00:00,10.3,0.937984496124031,6.059999999999999
2004-03-18 23:00:00,8.3,1.0421052631578946,5.94
2004-03-19 00:00:00,8.9,0.8412698412698413,5.94
2004-03-19 01:00:00,6.6,0.9320388349514563,6.119999999999999
2004-03-19 02:00:00,3.6,1.3125,6.359999999999999
2004-03-19 03:00:00,2.5,1.0,6.0
2004-03-19 04:00:00,1.8,1.6,5.840000000000002
2004-03-19 05:00:00,1.3,1.5555555555555556,5.859999999999999
2004-03-19 06:00:00,2.3,1.0892857142857142,5.5600000000000005
2004-03-19 07:00:00,6.7,0.8608695652173913,5.380000000000002
2004-03-19 08:00:00,22.8,0.490625,5.32
2004-03-19 09:00:00,31.3,0.4649859943977591,5.359999999999999
2004-03-19 10:00:00,19.2,0.5889328063241107,5.32
2004-03-19 11:00:00,16.4,0.6192660550458715,5.379999999999999
2004-03-19 12:00:00,14.0,0.6614583333333334,5.52
2004-03-19 13:00:00,15.3,0.6931818181818182,5.620000000000001
2004-03-19 14:00:00,16.7,0.6818181818181818,5.720000000000001
2004-03-19 15:00:00,19.0,0.6556603773584906,5.899999999999999
2004-03-19 16:00:00,19.4,0.5903614457831325,6.140000000000002
2004-03-19 17:00:00,20.9,0.5851851851851851,6.140000000000001
2004-03-19 18:00:00,20.2,0.6320346320346321,5.859999999999999
2004-03-19 19:00:00,21.7,0.5737051792828686,5.620000000000001
2004-03-19 20:00:00,19.8,0.6571428571428571,5.68
2004-03-19 21:00:00,16.7,0.5742971887550201,5.82
2004-03-19 22:00:00,9.1,0.8111888111888111,6.219999999999999
2004-03-19 23:00:00,8.3,0.8582677165354331,5.859999999999999
2004-03-20 00:00:00,5.8,0.8846153846153846,5.380000000000001
2004-03-20 01:00:00,5.2,0.9651162790697675,5.08
2004-03-20 02:00:00,4.1,1.0945945945945945,5.020000000000001
2004-03-20 03:00:00,3.4,1.0,4.82
2004-03-20 04:00:00,2.9,1.25,4.720000000000001
2004-03-20 05:00:00,3.1,1.2619047619047619,4.619999999999999
2004-03-20 06:00:00,2.5,1.0634920634920635,5.4
2004-03-20 07:00:00,4.3,0.7913043478260869,5.18
2004-03-20 08:00:00,8.9,0.6647058823529411,5.4
2004-03-20 09:00:00,10.5,0.6938775510204082,5.220000000000001
2004-03-20 10:00:00,12.5,0.6445783132530121,5.459999999999999
2004-03-20 11:00:00,12.3,0.5794871794871795,5.82
2004-03-20 12:00:00,11.7,0.5934065934065934,6.300000000000001
2004-03-20 13:00:00,11.7,0.625,6.6800000000000015
2004-03-20 14:00:00,9.3,0.744,7.58
2004-03-20 15:00:00,7.6,0.9157894736842105,7.959999999999999
2004-03-20 16:00:00,6.7,0.9620253164556962,7.959999999999999
2004-03-20 17:00:00,9.7,0.7899159663865546,7.860000000000001
2004-03-20 18:00:00,12.4,0.7746478873239436,7.76
2004-03-20 19:00:00,16.6,0.6325581395348837,7.719999999999999
2004-03-20 20:00:00,16.4,0.6069868995633187,7.360000000000001
2004-03-20 21:00:00,13.7,0.6067961165048543,7.159999999999998
2004-03-20 22:00:00,9.9,0.7551020408163265,7.279999999999999
2004-03-20 23:00:00,8.9,0.7950819672131147,7.440000000000001
2004-03-21 00:00:00,10.6,0.6114285714285714,7.42
2004-03-21 01:00:00,7.4,0.6766917293233082,7.279999999999999
2004-03-21 02:00:00,6.2,0.9438202247191011,6.92
2004-03-21 03:00:00,6.5,1.0,6.779999999999999
2004-03-21 04:00:00,5.8,1.0235294117647058,6.959999999999999
2004-03-21 05:00:00,4.0,1.2,7.0200000000000005
2004-03-21 06:00:00,2.1,1.5,7.1
2004-03-21 07:00:00,3.6,0.8611111111111112,7.4399999999999995
2004-03-21 08:00:00,4.4,0.7459016393442623,7.56
2004-03-21 09:00:00,5.4,0.8018018018018018,7.720000000000001
2004-03-21 10:00:00,7.1,0.7560975609756098,8.100000000000001
2004-03-21 11:00:00,7.3,0.7641509433962265,8.819999999999999
2004-03-21 12:00:00,7.6,0.7961165048543689,8.62
2004-03-21 13:00:00,6.8,0.7843137254901961,9.120000000000001
2004-03-21 14:00:00,4.6,1.0,9.459999999999997
2004-03-21 15:00:00,8.4,0.9682539682539683,9.059999999999999
2004-03-21 16:00:00,6.9,0.9081632653061225,7.9
2004-03-21 17:00:00,9.0,0.7954545454545454,7.659999999999998
2004-03-21 18:00:00,15.1,0.6705202312138728,7.26
2004-03-21 19:00:00,12.6,0.6432432432432432,7.420000000000002
2004-03-21 20:00:00,15.1,0.5413533834586466,7.279999999999998
2004-03-21 21:00:00,9.9,0.6542553191489362,7.219999999999999
2004-03-21 22:00:00,8.0,0.860655737704918,7.34
2004-03-21 23:00:00,7.9,0.8303571428571429,7.419999999999998
2004-03-22 00:00:00,6.1,0.9247311827956989,8.100000000000001
2004-03-22 01:00:00,5.1,1.027027027027027,7.9
2004-03-22 02:00:00,1.7,1.434782608695652,7.700000000000001
2004-03-22 03:00:00,0.7,1.0,7.679999999999998
2004-03-22 04:00:00,0.8,1.588235294117647,7.280000000000001
2004-03-22 05:00:00,0.7,1.5333333333333334,7.279999999999999
2004-03-22 06:00:00,2.0,1.1219512195121952,7.199999999999999
2004-03-22 07:00:00,5.1,0.8837209302325582,7.219999999999999
2004-03-22 08:00:00,17.7,0.5132743362831859,6.540000000000001
2004-03-22 09:00:00,18.4,0.5373831775700935,5.8199999999999985
2004-03-22 10:00:00,6.9,0.7217391304347827,5.579999999999998
2004-03-22 11:00:00,7.3,0.7016129032258065,5.84
2004-03-22 12:00:00,9.6,0.7377049180327869,6.919999999999998
2004-03-22 13:00:00,10.4,0.8130841121495327,6.92
2004-03-22 14:00:00,11.2,0.7443609022556391,6.52
2004-03-22 15:00:00,10.7,0.7615384615384615,6.66
2004-03-22 16:00:00,11.6,0.6733333333333333,6.140000000000001
2004-03-22 17:00:00,12.4,0.7463768115942029,5.899999999999999
2004-03-22 18:00:00,18.3,0.6056338028169014,5.620000000000001
2004-03-22 19:00:00,21.0,0.6163793103448276,5.08
2004-03-22 20:00:00,21.0,0.6134453781512605,4.780000000000001
2004-03-22 21:00:00,14.5,0.6888888888888889,4.440000000000001
2004-03-22 22:00:00,8.4,0.8828125,4.300000000000001
2004-03-22 23:00:00,4.3,1.2307692307692308,4.379999999999999
2004-03-23 00:00:00,3.8,1.3584905660377358,4.08
2004-03-23 01:00:00,2.7,1.3617021276595744,4.26
2004-03-23 02:00:00,2.5,1.3725490196078431,4.359999999999999
2004-03-23 03:00:00,1.2,1.0,5.0
2004-03-23 04:00:00,0.8,1.55,5.459999999999999
2004-03-23 05:00:00,0.6,1.6923076923076923,4.9
2004-03-23 06:00:00,1.8,1.4242424242424243,4.680000000000001
2004-03-23 07:00:00,4.6,0.8543689320388349,4.800000000000001
2004-03-23 08:00:00,14.2,0.5803571428571429,4.840000000000001
2004-03-23 09:00:00,21.0,0.5409836065573771,5.14
2004-03-23 10:00:00,16.2,0.5569620253164557,4.58
2004-03-23 11:00:00,15.5,0.5954545454545455,3.960000000000001
2004-03-23 12:00:00,13.4,0.6231884057971014,4.059999999999999
2004-03-23 13:00:00,16.9,0.6346153846153846,4.48
2004-03-23 14:00:00,12.4,0.6875,4.48
2004-03-23 15:00:00,10.1,0.7557251908396947,4.059999999999999
2004-03-23 16:00:00,8.7,0.78125,4.220000000000001
2004-03-23 17:00:00,13.8,0.6931818181818182,4.52
2004-03-23 18:00:00,9.3,0.9065420560747663,3.5999999999999996
2004-03-23 19:00:00,13.0,0.8549618320610687,3.119999999999999
2004-03-23 20:00:00,14.3,0.7710843373493976,3.1400000000000006
2004-03-23 21:00:00,7.6,1.1348314606741574,3.4399999999999995
2004-03-23 22:00:00,5.3,1.1851851851851851,2.9800000000000004
2004-03-23 23:00:00,5.4,1.1025641025641026,3.2799999999999994
2004-03-24 00:00:00,4.9,1.2142857142857142,3.54
2004-03-24 01:00:00,4.6,1.0394736842105263,3.3000000000000007
2004-03-24 02:00:00,2.7,1.4186046511627908,3.3000000000000007
2004-03-24 03:00:00,1.6,1.0,2.92
2004-03-24 04:00:00,1.7,1.5,2.74
2004-03-24 05:00:00,1.2,1.588235294117647,2.620000000000001
2004-03-24 06:00:00,1.7,1.3255813953488371,2.240000000000002
2004-03-24 07:00:00,4.8,0.9493670886075949,2.24
2004-03-24 08:00:00,13.8,0.5574712643678161,2.459999999999999
2004-03-24 09:00:00,23.7,0.46808510638297873,2.5799999999999983
2004-03-24 10:00:00,14.2,0.518348623853211,3.08
2004-03-24 11:00:00,8.0,0.6470588235294118,3.959999999999999
2004-03-24 12:00:00,6.7,0.7264957264957265,3.7200000000000006
2004-03-24 13:00:00,8.7,0.8067226890756303,3.8199999999999967
2004-03-24 14:00:00,10.8,0.8412698412698413,3.7200000000000006
2004-03-24 15:00:00,6.7,0.91,4.08
2004-03-24 16:00:00,11.4,0.6395939086294417,5.8199999999999985
2004-03-24 17:00:00,13.4,0.6666666666666666,5.519999999999998
2004-03-24 18:00:00,12.0,0.7115384615384616,4.3999999999999995
2004-03-24 19:00:00,20.2,0.5425101214574899,4.159999999999998
2004-03-24 20:00:00,14.4,0.7157894736842105,3.9400000000000013
2004-03-24 21:00:00,9.4,0.7396449704142012,3.5600000000000005
2004-03-24 22:00:00,5.9,0.9152542372881356,3.4800000000000004
2004-03-24 23:00:00,4.5,1.0740740740740742,2.620000000000001
2004-03-25 00:00:00,4.5,1.1125,2.280000000000001
2004-03-25 01:00:00,2.5,1.380952380952381,2.6799999999999997
2004-03-25 02:00:00,1.8,1.4210526315789473,2.719999999999999
2004-03-25 03:00:00,1.4,1.0,3.1400000000000006
2004-03-25 04:00:00,0.9,1.5555555555555556,3.76
2004-03-25 05:00:00,0.6,1.6666666666666667,3.26
2004-03-25 06:00:00,1.4,1.186046511627907,4.24
2004-03-25 07:00:00,3.8,0.9761904761904762,3.8999999999999995
2004-03-25 08:00:00,11.6,0.6086956521739131,3.6199999999999983
2004-03-25 09:00:00,17.8,0.5891089108910891,3.6199999999999983
2004-03-25 10:00:00,8.8,0.7443609022556391,3.6399999999999997
2004-03-25 11:00:00,6.8,0.7538461538461538,3.880000000000001
2004-03-25 12:00:00,5.9,0.8301886792452831,4.199999999999999
2004-03-25 13:00:00,8.9,0.7272727272727273,3.879999999999999
2004-03-25 14:00:00,8.2,0.7641509433962265,3.459999999999999
2004-03-25 15:00:00,8.6,0.736,4.26
2004-03-25 16:00:00,10.1,0.7608695652173914,4.780000000000001
2004-03-25 17:00:00,9.4,0.7333333333333333,4.580000000000002
2004-03-25 18:00:00,14.6,0.6518987341772152,3.0
2004-03-25 19:00:00,24.6,0.5573122529644269,2.959999999999999
2004-03-25 20:00:00,21.6,0.5757575757575758,3.0999999999999996
2004-03-25 21:00:00,10.3,0.7933333333333333,2.84
2004-03-25 22:00:00,5.7,1.0707070707070707,1.8200000000000003
2004-03-25 23:00:00,4.5,1.2266666666666666,1.8000000000000007
2004-03-26 00:00:00,5.5,1.043010752688172,1.8200000000000003
2004-03-26 01:00:00,4.8,1.1518987341772151,2.0199999999999996
2004-03-26 02:00:00,3.6,1.2388059701492538,1.9200000000000008
2004-03-26 03:00:00,1.7,1.0,1.8999999999999995
2004-03-26 04:00:00,2.2,1.3111111111111111,1.8800000000000008
2004-03-26 05:00:00,3.0,1.0138888888888888,2.1800000000000015
2004-03-26 06:00:00,4.0,0.7572815533980582,2.3599999999999994
2004-03-26 07:00:00,6.7,0.6818181818181818,1.7599999999999998
2004-03-26 08:00:00,16.7,0.4602510460251046,1.7200000000000006
2004-03-26 09:00:00,19.3,0.41454545454545455,2.5999999999999996
2004-03-26 10:00:00,14.8,0.5129310344827587,3.620000000000001
2004-03-26 11:00:00,13.4,0.6722222222222223,3.8599999999999994
2004-03-26 12:00:00,11.0,0.8660714285714286,4.619999999999997
2004-03-26 13:00:00,12.5,0.853448275862069,4.340000000000002
2004-03-26 14:00:00,8.4,0.8252427184466019,2.460000000000001
2004-03-26 15:00:00,5.3,0.8426966292134831,1.5599999999999987
2004-03-26 16:00:00,8.8,0.7767857142857143,1.5999999999999996
2004-03-26 17:00:00,11.2,0.8031496062992126,2.8599999999999994
2004-03-26 18:00:00,11.6,0.84,1.2200000000000006
2004-03-26 19:00:00,12.4,0.8166666666666667,0.0
2004-03-26 20:00:00,10.6,0.775,0.22000000000000064
2004-03-27 00:00:00,5.2,0.925531914893617,0.08000000000000007
2004-03-27 01:00:00,3.2,1.1285714285714286,0.15999999999999837
2004-03-27 02:00:00,4.5,1.04,0.5199999999999996
2004-03-27 03:00:00,3.8,1.0,0.6000000000000005
2004-03-27 04:00:00,3.8,1.105263157894737,0.35999999999999943
2004-03-27 09:00:00,8.5,0.65625,1.1999999999999993
2004-03-27 10:00:00,9.7,0.7209302325581395,2.7200000000000006
2004-03-27 11:00:00,9.4,0.7615384615384615,3.6400000000000006
2004-03-27 12:00:00,9.0,0.8378378378378378,3.620000000000001
2004-03-27 13:00:00,10.0,0.9056603773584906,4.460000000000001
2004-03-27 14:00:00,12.6,0.8321167883211679,3.419999999999998
2004-03-27 15:00:00,7.6,0.8938053097345132,3.480000000000002
2004-03-27 16:00:00,11.8,0.8852459016393442,3.8999999999999986
2004-03-27 17:00:00,11.2,0.8540145985401459,3.360000000000001
2004-03-27 18:00:00,12.4,0.7575757575757576,3.0200000000000014
2004-03-27 19:00:00,12.9,0.6785714285714286,2.719999999999999
2004-03-27 20:00:00,12.2,0.6839080459770115,2.58
2004-03-27 21:00:00,8.8,0.7642857142857142,2.120000000000001
2004-03-27 22:00:00,6.8,0.9411764705882353,1.9600000000000009
2004-03-27 23:00:00,8.6,0.8076923076923077,2.120000000000001
2004-03-28 00:00:00,8.9,0.8429752066115702,2.08
2004-03-28 01:00:00,8.3,0.8738738738738738,1.9200000000000017
2004-03-28 02:00:00,6.3,0.9080459770114943,1.740000000000001
2004-03-28 03:00:00,8.3,1.0,1.54
2004-03-28 04:00:00,5.1,0.8961038961038961,1.280000000000002
2004-03-28 05:00:00,2.6,1.3333333333333333,1.299999999999999
2004-03-28 06:00:00,3.6,0.8051948051948052,0.9800000000000013
2004-03-28 07:00:00,3.6,0.7582417582417582,1.0
2004-03-28 08:00:00,4.7,0.7142857142857143,1.42
2004-03-28 09:00:00,7.5,0.6240601503759399,2.5199999999999996
2004-03-28 10:00:00,9.0,0.734375,4.18
2004-03-28 11:00:00,9.5,0.7619047619047619,5.459999999999999
2004-03-28 12:00:00,7.7,0.9347826086956522,6.580000000000002
2004-03-28 13:00:00,5.7,1.0909090909090908,5.8199999999999985
2004-03-28 14:00:00,3.8,1.06,3.6000000000000014
2004-03-28 15:00:00,4.8,0.9285714285714286,3.459999999999999
2004-03-28 16:00:00,4.3,0.958904109589041,3.8599999999999994
2004-03-28 17:00:00,4.1,0.974025974025974,3.280000000000001
2004-03-28 18:00:00,4.7,1.0,2.5999999999999996
2004-03-28 19:00:00,6.2,1.010752688172043,2.1400000000000006
2004-03-28 20:00:00,5.5,0.9809523809523809,2.040000000000001
2004-03-28 21:00:00,3.3,1.208955223880597,1.6600000000000001
2004-03-28 22:00:00,3.2,1.2698412698412698,1.200000000000001
2004-03-28 23:00:00,2.9,1.2222222222222223,0.8200000000000003
2004-03-29 00:00:00,2.2,1.2608695652173914,0.1999999999999993
2004-03-29 04:00:00,1.2,1.5128205128205128,0.6799999999999997
2004-03-29 05:00:00,1.7,1.2727272727272727,0.33999999999999986
2004-03-29 06:00:00,2.9,0.9868421052631579,0.040000000000000924
2004-03-29 10:00:00,5.6,0.8151260504201681,0.5400000000000009
2004-03-29 11:00:00,5.8,0.7967479674796748,1.6199999999999992
2004-03-29 12:00:00,5.5,0.8478260869565217,2.3000000000000007
